MEC_CO_ENTIDADE,MEC_CO_UF,MEC_CO_MUNICIPIO,MEC_NO_ENTIDADE,MEC_NU_ANO_CENSO,MEC_TP_SITUACAO_FUNCIONAMENTO,MEC_TP_DEPENDENCIA,MEC_TP_LOCALIZACAO,MEC_TP_LOCALIZACAO_DIFERENCIADA,MEC_TP_CATEGORIA_ESCOLA_PRIVADA,MEC_DT_ANO_LETIVO_INICIO,MEC_DT_ANO_LETIVO_TERMINO,MEC_IN_REGULAR,MEC_IN_EJA,MEC_IN_PROFISSIONALIZANTE,MEC_IN_ESPECIAL_EXCLUSIVA,MEC_IN_COMUM_CRECHE,MEC_IN_COMUM_PRE,MEC_IN_COMUM_FUND_AI,MEC_IN_COMUM_FUND_AF,MEC_IN_COMUM_MEDIO_MEDIO,MEC_IN_COMUM_MEDIO_INTEGRADO,MEC_IN_COMUM_MEDIO_NORMAL
52070093,52,5208707,ESCOLA SILVIA BUENO - ESB,2018,1,4,1,0,1,22/01/2018,13/12/2018,1,0,0,0,1,1,1,0,0,0,0
52070107,52,5220207,ESCOLA ESPECIAL ZELI DE OLIVEIRA VILELA,2018,1,4,1,0,1,22/01/2018,30/12/2018,0,0,0,0,0,0,0,0,0,0,0
52070115,52,5208707,ESC MUL PROFESSOR NADAL SFREDO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,1,1,1,0,0,0
52070123,52,5214606,ESCOLA AVANI F MACIEL,2018,1,4,1,0,4,01/02/2018,18/12/2018,0,0,0,0,0,0,0,0,0,0,0
52070131,52,5208707,ESC MUL RUI BARBOSA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52070140,52,5221858,COLEGIO ESTADUAL ALBERICO DE ARAUJO RORIZ,2018,1,2,1,0,,02/01/2018,30/12/2018,1,1,0,0,0,0,0,0,1,0,0
52070158,52,5221403,COLEGIO ESTADUAL PROFESSOR JOSE DOS REIS MENDES,2018,1,2,1,0,,01/01/2018,22/12/2018,1,1,0,0,0,0,1,1,1,0,0
52070182,52,5204003,COLEGIO ESTADUAL OEMIS VIRGINIO MACHADO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,0,1,0,0
52070190,52,5206909,ESCOLA MUNICIPAL BALBINO ANTONIO FERREIRA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52066126,52,5210109,ESC MUL RURAL ALBINO GONCALVES RIBEIRO,2018,3,3,2,,,,,,,,,,,,,,,
52086020,52,5200258,ASSOCIACAO CRECHE ESCOLA ALEB,2018,1,4,1,0,4,05/02/2018,21/12/2018,1,0,0,0,1,1,1,0,0,0,0
52086038,52,5200258,COLEGIO ESTADUAL RAFAEL DE SOUZA BARBOSA,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52086046,52,5200258,COLEGIO ESTADUAL MACHADO DE ASSIS,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52086054,52,5200258,COLEGIO ESTADUAL TANCREDO DE ALMEIDA NEVES,2018,1,2,1,0,,17/01/2018,22/12/2018,1,1,0,0,0,0,0,1,1,0,0
52086062,52,5200258,COLEGIO ESTADUAL OLAVO BILAC,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52086089,52,5200258,COLEGIO ESTADUAL ULYSSES GUIMARAES,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52086097,52,5200258,COLEGIO ESTADUAL DUQUE DE CAXIAS,2018,1,2,1,0,,02/01/2018,28/12/2018,1,1,0,0,0,0,0,1,1,0,0
52086127,52,5212501,CENTRO MUNICIPAL DE EDUCACAO BASICA JARDIM DO EDEN,2018,1,3,1,0,,22/02/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52086135,52,5212501,CENTRO DE EDUCACAO PROFIS ENG EDUARDO MORAES BUFAICAL,2018,1,4,1,0,1,02/01/2018,12/12/2018,0,0,1,0,0,0,0,0,0,0,0
52086143,52,5221858,COLEGIO ESTADUAL GILDETE BARRETO DE LIMA,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52086151,52,5221858,COLEGIO ESTADUAL SANTA EDWIRGES,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,0,1,0,0
52086160,52,5221858,COLEGIO ESTADUAL MARAJO,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52086178,52,5221858,CENTRO EDUCACIONAL SENA AIRES LTDA,2018,1,4,1,0,1,04/01/2018,30/12/2018,0,0,1,0,0,0,0,0,0,0,0
52086194,52,5200258,ESCOLA DINAMICA INFANTIL,2018,1,4,1,0,1,23/01/2018,10/12/2018,1,0,0,0,1,1,1,0,0,0,0
52094863,52,5200258,CRECHE E ESCOLA SABOR DE VIDA,2018,2,4,1,,,,,,,,,,,,,,,
52087360,52,5208707,ESCOLA OBJETIVO DA VIDA,2018,1,4,1,0,1,29/01/2018,14/12/2018,1,0,0,0,0,1,1,0,0,0,0
52087433,52,5208707,EDUC INF RECANTO TIA LUIZINHA - SESC UNIVERSITARIO,2018,1,4,1,0,1,18/01/2018,14/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087468,52,5208707,COLEGIO META BRASIL II,2018,1,4,1,0,1,23/01/2018,21/12/2018,1,0,0,0,0,0,1,1,1,0,0
52087476,52,5208707,CMEI BAIRRO SANTO HILARIO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087484,52,5208707,CMEI PARQUE ATHENEU,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087492,52,5208707,CMEI JOAO VAZ,2018,1,3,1,0,,17/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087506,52,5208707,CENTRO DE EDUCACAO INFANTIL PEDACINHO DO CEU,2018,1,4,1,0,4,16/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087530,52,5208707,CMEI VILA AREIAO-NAC,2018,1,3,1,0,,17/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087549,52,5208707,CMEI JARDIM BALNEARIO MEIA PONTE,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087565,52,5208707,CMEI RECANTO INFANTIL,2018,1,3,1,0,,17/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087573,52,5208707,CENTRO DE EDUCACAO INFANTIL ASSOCIACAO PROJETO CRIANCA JESUS DE NAZARE,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52087611,52,5215702,POLO EDUC MUL RURAL LUZ DO SABER,2018,1,3,2,3,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52087620,52,5213806,ESCOLA BEM ME QUER,2018,1,4,1,0,1,29/01/2018,14/12/2018,1,0,0,0,1,1,1,0,0,0,0
52087638,52,5213806,ESCOLA EDUCANDARIO ESTRELINHAS DO FUTURO,2018,1,4,1,0,1,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52098133,52,5200258,INSTITUTO POLIS,2018,3,4,1,,,,,,,,,,,,,,,
52021831,52,5201108,ESC SOL NASCENTE DE ANAPOLIS,2018,1,4,1,0,1,23/01/2018,18/12/2018,1,0,0,0,1,1,1,0,0,0,0
52021840,52,5201108,ESCOLA SONHO MEU,2018,1,4,1,0,1,21/01/2018,17/12/2018,1,0,0,0,1,1,1,1,0,0,0
52021866,52,5201108,ESCOLA TURMINHA ESPERTA,2018,1,4,1,0,1,23/01/2018,14/12/2018,1,0,0,0,1,1,1,0,0,0,0
52021882,52,5201108,ESCOLA PRESBITERIANA FILADELFIA,2018,1,3,1,0,,15/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52021912,52,5201108,ESCOLA DECISIVO JUNIOR LTDA,2018,1,4,1,0,1,17/01/2018,17/12/2018,1,0,0,0,1,1,1,1,0,0,0
52021971,52,5201108,ESCOLA DE 1º GRAU PEDACINHO DO CEU,2018,1,4,1,0,1,22/01/2018,18/12/2018,1,0,0,0,0,1,1,0,0,0,0
52022048,52,5201108,ESCOLA DE ENSINO FUNDAMENTAL CRESCER LTDA - EPP,2018,1,4,1,0,1,29/01/2018,10/12/2018,1,0,0,0,0,0,1,1,0,0,0
52022064,52,5201108,ESCOLA MUNICIPAL PROFESSOR JESUS DUARTE,2018,1,3,2,0,,10/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52022072,52,5201108,COLEGIO ESTADUAL CORONEL ACHILES DE PINA,2018,1,2,2,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,0,1,0,0
52022080,52,5201108,ESCOLA MUNICIPAL INACIO SARDINHA DE LISBOA,2018,1,3,2,0,,09/01/2018,20/12/2018,1,0,0,0,0,1,1,1,0,0,0
52022099,52,5201108,COLEGIO ESTADUAL JOAO GOMES,2018,1,2,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,1,0,0
52022102,52,5204854,COLEGIO ESTADUAL RUI BARBOSA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52022110,52,5204854,ESCOLA MUNICIPAL ALFREDO PEDRO DA SILVEIRA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52022137,52,5201108,ESCOLA MUNICIPAL MARIA ELIZABETH CAMELO LISBOA,2018,1,3,1,0,,09/01/2018,21/12/2018,1,1,0,0,0,0,1,1,0,0,0
52091694,52,5205307,ESC MUL BOA SORTE,2018,2,3,2,,,,,,,,,,,,,,,
52024385,52,5211404,ESCOLA ESTADUAL ALFREDO NASSER,2018,3,2,1,,,,,,,,,,,,,,,
52023443,52,5210406,COLEGIO DA POLICIA MILITAR UNIDADE MARIA HELENY PERILLO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52023478,52,5210406,ESCOLA MUNICIPAL GENOVEVA CABRAL,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,0,1,1,0,0,0
52023494,52,5210406,ESCOLA MUNICIPALIZADA IRANI COSTA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,1,1,0,0,0,0
52023508,52,5210406,ESCOLA MUNICIPALIZADA JERONIMO JOSE DA SILVA,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,1,0,0,0,0,0
52023516,52,5210406,CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA OLINTA DE ALMEIDA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,0,0,0
52023524,52,5210406,ESCOLA MUNICIPALIZADA MODESTINA FONSECA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52023532,52,5210406,COLEGIO ESTADUAL ROCHA LIMA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52023540,52,5210406,ESCOLA MUNICIPALIZADA SAO BENEDITO,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52023559,52,5210406,ESCOLA MUNICIPALIZADA SAO DIMAS,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52023567,52,5210406,ESCOLA ESTADUAL SAO JOSE DO RETIRO,2018,1,2,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52023575,52,5210406,ESCOLA ESTADUAL SANTA RITA,2018,1,2,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52023931,52,5210406,ESCOLA MUNICIPAL PADRE ELIGIO SILVESTRI,2018,1,3,1,0,,17/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52023990,52,5210406,ESCOLA MUNICIPAL JUCA LUDOVICO,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52024040,52,5210562,COLEGIO ESTADUAL D GENOVEVA REZENDE CARNEIRO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,0,1,0,0
52081664,52,5213053,ESCOLA MUNICIPAL TAQUARAL,2018,3,3,2,,,,,,,,,,,,,,,
52050254,52,5222302,ESC MUL JOAO BERNARDINO,2018,3,3,2,,,,,,,,,,,,,,,
52090493,52,5214606,ESCOLA MUNICIPAL INCONFIDENTES MINEIROS,2018,2,3,2,,,,,,,,,,,,,,,
52025977,52,5216809,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52026094,52,5216809,ESCOLA CANTINHO DO SABER,2018,1,4,1,0,1,29/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52026108,52,5219506,COLEGIO ESTADUAL SANTA ROSA,2018,1,2,1,0,,01/01/2018,31/12/2018,1,0,0,0,0,0,0,1,1,0,0
52026230,52,5219506,ESC MUL MUNDO MAGICO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52026256,52,5219902,COLEGIO ESTADUAL ANTONIO FERREIRA RIOS,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52026264,52,5219902,COLEGIO ESTADUAL SAO FRANCISCO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,0,0,0
52026361,52,5219902,ESC MUL PADRE HUMBERTO DUNKEL,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52026418,52,5221007,ESCOLA MUNICIPAL AURELIO GALDINO DE OLIVEIRA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52026531,52,5200902,COLEGIO ESTADUAL PROFESSORA ANALICIA CECILIA B SILVA,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52026540,52,5200902,ESCOLA ESTADUAL ALFREDO NASSER,2018,1,2,1,0,,02/01/2018,31/12/2018,1,0,0,0,0,0,1,0,0,0,0
52026590,52,5200902,ESC MUL MARIA IZABEL DE MELO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,1,0,0,0,0
52026655,52,5204201,CENTRO EDUCACIONAL MUNICIPAL GENTE MIUDA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52026663,52,5204201,COLEGIO ESTADUAL MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,2018,1,2,1,0,,02/01/2018,21/12/2018,1,0,0,0,0,0,1,1,1,0,0
52026701,52,5205703,COLEGIO ESTADUAL BRASIL,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52006905,52,5208103,ESC MUL DOM PEDRO I,2018,3,3,2,,,,,,,,,,,,,,,
52081109,52,5208707,COLEGIO ALFA BETA,2018,3,4,1,,,,,,,,,,,,,,,
52028640,52,5201306,ESC MUL DE TEMPO INTEGRAL HERMENEGILDO VALADAO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52028720,52,5201306,ESCOLA MUNICIPAL DE TEMPO INTEGRAL SANTA LUCIA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52028763,52,5201306,ESCOLA MUNICIPAL SANTA RITA DO PROGRESSO,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,0,0,0,0,0
52028780,52,5201306,ESCOLA ESTADUAL NOSSA SENHORA APARECIDA,2018,1,2,1,0,,02/01/2018,31/12/2018,1,0,0,0,0,0,1,0,0,0,0
52028798,52,5201306,ESCOLA MUNICIPAL MANOEL GARCEZ BUENO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52028836,52,5201306,COLEGIO 7 DE JUNHO,2018,1,4,1,0,1,22/01/2018,14/12/2018,1,0,0,0,0,1,1,0,0,0,0
52028860,52,5201306,ESCOLA ESTADUAL DE CAPELINHA,2018,1,2,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52028887,52,5201306,ESCOLA ESTADUAL FRANCISCO RIBEIRO PARRODE,2018,1,2,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52028917,52,5202601,CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR ADALBERTO SOBRINHO DE SOUZA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52029042,52,5202601,ESC MUL BRANCA DE NEVE,2018,1,3,1,0,,10/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52029050,52,5202809,COLEGIO ESTADUAL PROFESSOR ALFREDO NASSER,2018,1,2,1,0,,22/01/2018,27/12/2018,1,1,0,0,0,0,0,1,1,0,0
52029123,52,5202809,ESCOLA MUNICIPAL MODELO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,1,0,0,1,1,1,1,0,0,0
52029131,52,5203939,COLEGIO ESTADUAL JANUARIA RIBEIRO SOBRINHO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52029182,52,5207808,COLEGIO ESTADUAL AMERICO GONCALVES FALEIRO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52022439,52,5205208,ESC MUL SERRA ABAIXO,2018,3,3,2,,,,,,,,,,,,,,,
52047237,52,5215231,CENTRO EDUCACIONAL PAULO DE TARSO,2018,2,4,1,,,,,,,,,,,,,,,
52046320,52,5208004,COLEGIO ESTADUAL MAURO ALVES GUIMARAES,2018,1,2,1,0,,01/01/2017,31/12/2018,0,1,0,0,0,0,0,0,0,0,0
52046338,52,5208004,COLEGIO ESTADUAL PROFESSORA SUELI MARIA NICHETTI,2018,1,2,2,0,,01/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52046346,52,5208004,CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE VARGAS,2018,1,2,1,0,,01/01/2018,21/12/2018,1,0,0,0,0,0,0,1,0,0,0
52046362,52,5208004,COLEGIO ESTADUAL PROFESSOR CLAUDIANO ROCHA,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52046370,52,5208004,COLEGIO ESTADUAL PROFESSORA MARIA ANGELICA DE OLIVEIRA,2018,1,2,1,0,,01/01/2018,31/12/2018,1,0,0,0,0,0,0,1,1,0,0
52046397,52,5208004,ESC MUL FAZENDA SANTA LEOCADIA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52046419,52,5208004,ESCOLA MATERNAL PINOQUIO,2018,1,4,1,0,1,15/01/2018,07/12/2018,1,0,0,0,1,1,0,0,0,0,0
52046443,52,5208004,ESC MUL DEODATO GONCALVES DE SIQUEIRA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,1,0,0,0,1,1,0,0,0,0
52046451,52,5208004,ESC MUL EDIVA MARIA DE PAIVA VIANA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52046460,52,5208004,ESC MUL EUCLIDES WICAR C PARENTE PESSOA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52046478,52,5208004,ESCOLA MUNICIPAL FAZENDA SANTO ANTONIO DAS PALMEIRAS,2018,1,3,2,1,,22/01/2018,21/12/2018,1,1,0,0,0,1,1,0,0,0,0
52046486,52,5208004,ESCOLA MUNICIPAL 15 DE JULHO,2018,1,3,2,1,,22/01/2018,21/12/2018,1,1,0,0,0,1,1,0,0,0,0
52046508,52,5208004,ESCOLA MUNICIPAL FAZENDA BOA VISTA I,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,1,0,0,0,0
52046761,52,5208004,ESCOLA MUNICIPAL FLORIPES PIRES LOPES,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52097463,52,5220207,ESCOLA TECNICA PROFISSIONAL VALE DO ARAGUAIA,2018,2,4,1,,,,,,,,,,,,,,,
52011739,52,5221601,CENTRO EDUCACINAL MILENIUM,2018,2,4,1,,,,,,,,,,,,,,,
52013383,52,5205307,ESC MUL SANTA RITA,2018,2,3,2,,,,,,,,,,,,,,,
52047547,52,5212501,COLEGIO ESTADUAL PROFESSORA LOURDES DE OLIVEIRA SAMPAIO,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52047555,52,5215231,COLEGIO ESTADUAL PROFESSOR BENEDITO VIEIRA DE SA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52047610,52,5212501,ESCOLA MUNICIPAL ANDRE ROCHAIS,2018,1,3,1,0,,19/02/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52047644,52,5221858,ESCOLA MUNICIPAL CASINHA FELIZ,2018,1,3,1,0,,05/02/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52047660,52,5221858,ESCOLA MUNICIPAL CEU AZUL,2018,1,3,1,0,,05/02/2018,21/12/2018,1,1,0,0,0,0,1,0,0,0,0
52047679,52,5212501,ESCOLA MUNICIPAL CARLOS ALBERTO BRANDAO FERREIRA,2018,1,3,1,0,,22/02/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52047687,52,5215231,ESCOLA MUNICIPAL DELFINO MEIRELES,2018,1,3,1,0,,19/02/2018,20/12/2018,1,0,0,0,0,0,1,1,0,0,0
52047695,52,5221858,ESCOLA MUNICIPAL VALPARAISO II,2018,1,3,1,0,,05/02/2018,22/12/2018,1,1,0,0,0,0,1,1,0,0,0
52047709,52,5212501,ESCOLA MUNICIPAL FRANCISCO VIEIRA LINS NALDO,2018,1,3,1,0,,22/02/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52047717,52,5212501,ESC MUL ESTRELA DALVA IX - GENI DA COSTA AFONSO,2018,1,3,1,0,,22/02/2018,21/12/2018,1,1,0,1,0,0,1,0,0,0,0
52047725,52,5215231,ESCOLA MUNICIPAL ESTRELA DALVA VI,2018,1,3,1,0,,19/02/2018,20/12/2018,1,0,0,1,0,0,1,0,0,0,0
52047733,52,5215231,ESCOLA MUNICIPAL PEDREGAL,2018,1,3,1,0,,06/02/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52047741,52,5215231,ESCOLA MUNICIPAL BELA VISTA,2018,1,3,1,0,,19/02/2018,20/12/2018,1,0,0,0,0,0,1,1,0,0,0
52047750,52,5212501,ESCOLA MUNICIPAL ESTRELA DALVA VII PROFª GERALDA DIVINA LOPES NETO,2018,1,3,1,0,,22/02/2018,21/12/2018,1,0,0,1,0,0,1,0,0,0,0
52048870,52,5221858,ESCOLA MUNICIPAL SANTA RITA,2018,1,3,1,0,,05/02/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52048896,52,5212501,ESCOLA MUNICIPAL SILAS SANTOS JUNIOR,2018,1,3,1,0,,22/02/2018,21/12/2018,1,0,0,1,0,1,1,0,0,0,0
52048977,52,5221858,ESCOLA RIO BRANCO LTDA,2018,1,4,1,0,1,29/01/2018,07/12/2018,1,0,0,0,0,1,1,1,1,0,0
52049086,52,5212501,ESCOLA URSINHO FELIZ,2018,1,4,1,0,1,22/01/2018,21/12/2018,1,0,0,0,1,1,1,1,0,0,0
52049108,52,5221858,SOCIEDADE EDUCACIONAL VALPARAISO LTDA-ME,2018,1,4,1,0,1,29/01/2018,12/12/2018,1,0,0,0,1,1,1,1,1,0,0
52049159,52,5212501,ESCOLA NOVA VIDA,2018,1,4,1,0,1,22/01/2018,17/12/2018,1,0,0,0,1,1,1,0,0,0,0
52049183,52,5213053,COLEGIO ESTADUAL TIRADENTES,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52049205,52,5213053,ESCOLA MUNICIPAL BEBEDOURO,2018,1,3,2,0,,22/01/2018,29/12/2018,1,0,0,0,0,1,1,0,0,0,0
52049213,52,5213053,ESCOLA MUNICIPAL BOM JESUS,2018,1,3,2,0,,22/01/2018,29/12/2018,1,0,0,0,0,0,1,0,0,0,0
52049221,52,5213053,ESC MUL BONITO II,2018,1,3,2,0,,22/01/2018,29/12/2018,1,0,0,0,0,1,1,0,0,0,0
52049256,52,5213053,ESCOLA MUNICIPAL LUIZ ALBERTO BELCHIOR,2018,1,3,2,0,,22/01/2018,29/12/2018,1,0,0,0,0,1,1,0,0,0,0
52049361,52,5213053,ESCOLA MUNICIPAL SYNVAL ROCHA,2018,1,3,1,0,,22/01/2018,29/12/2018,1,0,0,0,0,0,1,0,0,0,0
52049418,52,5213053,ESCOLA MUNICIPAL CRIANCA FELIZ,2018,1,3,1,0,,22/01/2018,29/12/2018,1,0,0,0,0,1,0,0,0,0,0
52049434,52,5215603,COLEGIO ESTADUAL PROFESSOR JOSE MONTEIRO LIMA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52002365,52,5207535,ESC MUL NS DA PENHA,2018,3,3,2,,,,,,,,,,,,,,,
52081346,52,5208707,ESCOLA EVANGELICA KERYGMA,2018,3,4,1,,,,,,,,,,,,,,,
52094162,52,5219753,NUCLEO DE ASSISTENCIA E APOIO A EDUCACAO INCLUSIVA JOSE CORREA DE ANDRADE NETO,2018,2,3,1,,,,,,,,,,,,,,,
52051099,52,5217609,COLEGIO ESTADUAL COMPLEXO 3,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52051102,52,5217609,COLEGIO ESTADUAL COMPLEXO 9,2018,1,2,1,0,,02/01/2018,31/12/2018,1,0,0,0,0,0,0,1,1,0,0
52051110,52,5217609,ESCOLA MUNICIPAL CRIANCA ESPERANCA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52051129,52,5217609,COLEGIO ESTADUAL ALDA FERREIRA,2018,1,2,2,0,,02/01/2018,21/12/2018,1,1,0,0,0,0,0,0,1,0,0
52051137,52,5219753,COLEGIO BARTOLOMEU BUENO,2018,1,4,1,0,4,02/01/2018,31/12/2018,1,0,0,0,0,0,0,1,1,0,0
52051145,52,5200258,ESCOLA MUNICIPAL MEG LUZ,2018,1,3,1,0,,24/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52051153,52,5219753,COLEGIO ESTADUAL JOSE DE ASSIS,2018,1,2,1,0,,22/01/2018,22/12/2018,1,1,0,0,0,0,0,0,1,0,0
52051170,52,5200258,ESCOLA MUNICIPAL DARCI RIBEIRO,2018,1,3,1,0,,24/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52051196,52,5219753,COLEGIO ESTADUAL SANTO ANTONIO DO DESCOBERTO,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,0,0,0
52051285,52,5200258,ESCOLA MUNICIPAL CAMARGO II,2018,1,3,2,0,,24/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52051307,52,5219753,EMEF PRUDENTE DE MORAIS,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
